hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
IGD+,DTLZ6,6,igd+,0.1376953,,0.9570845,0.9961571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ6,6,igd+,0.004882812,0.04291548,,0.992422,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ6,6,igd+,0.001953125,0.003842897,0.007577987,,0.9980469,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.002929688,,0.843031,0.9857991,0.9857991,0.9961571,0.9951172,0.9990234
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.156969,,0.9570845,0.9857991,0.9961571,0.9931641,0.9980469
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.01420092,0.04291548,,0.7030227,0.8128703,0.7216797,0.9863281
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.01420092,0.01420092,0.2969773,,0.7030227,0.7216797,0.9472656
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.003842897,0.003842897,0.1871297,0.2969773,,0.5771484,0.6875
IGD+,DTLZ6,6,igd+,0.001953125,0.0009765625,0.0009765625,0.0009765625,0.006835938,0.009765625,0.3125,0.3125,0.4609375,,0.5390625
IGD+,DTLZ6,6,igd+,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.002929688,0.01855469,0.06542969,0.3476562,0.5,
R2,DTLZ6,6,igd+,,0.5390625,0.8623047,0.7841797,0.7841797,0.7216797,0.7841797,0.9755859,0.9345703,0.9345703,0.9755859
R2,DTLZ6,6,igd+,0.5,,0.7505189,0.8623047,0.5,0.9033203,0.8125,0.8623047,0.9472656,0.9345703,0.9199219
R2,DTLZ6,6,igd+,0.1611328,0.2494811,,0.4228516,0.3125,0.6152344,0.7216797,0.8125,0.8125,0.8837891,0.7539062
R2,DTLZ6,6,igd+,0.2460938,0.1611328,0.6152344,,0.1611328,0.5771484,0.8388672,0.7539062,0.8125,0.9033203,0.8837891
R2,DTLZ6,6,igd+,0.2460938,0.5390625,0.7216797,0.8623047,,0.6523438,0.7216797,0.7841797,0.9033203,0.9199219,0.8388672
R2,DTLZ6,6,igd+,0.3125,0.1162109,0.4228516,0.4609375,0.3847656,,0.7580801,0.7216797,0.9199219,0.8837891,0.6875
R2,DTLZ6,6,igd+,0.2460938,0.2158203,0.3125,0.1875,0.3125,0.2419199,,0.4609375,0.7539062,0.8837891,0.7539062
R2,DTLZ6,6,igd+,0.03222656,0.1611328,0.2158203,0.2783203,0.2460938,0.3125,0.5771484,,0.6875,0.8388672,0.5771484
R2,DTLZ6,6,igd+,0.08007812,0.06542969,0.2158203,0.2158203,0.1162109,0.09667969,0.2783203,0.3476562,,0.5771484,0.4609375
R2,DTLZ6,6,igd+,0.08007812,0.08007812,0.1376953,0.1162109,0.09667969,0.1376953,0.1376953,0.1875,0.4609375,,0.3125
R2,DTLZ6,6,igd+,0.03222656,0.09667969,0.2783203,0.1376953,0.1875,0.3476562,0.2783203,0.4609375,0.5771484,0.7216797,
IGD+,DTLZ6,6,r2,,0.6875,0.5390625,0.004882812,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.0009765625,0.0009765625
IGD+,DTLZ6,6,r2,0.3476562,,0.5236175,0.01043963,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.0009765625,0.0009765625
IGD+,DTLZ6,6,r2,0.5,0.4763825,,0.01043963,0.001953125,0.001953125,0.001953125,0.001953125,0.001953125,0.0009765625,0.0009765625
IGD+,DTLZ6,6,r2,0.9970703,0.9895604,0.9895604,,0.004882812,0.001953125,0.001953125,0.001953125,0.001953125,0.0009765625,0.0009765625
IGD+,DTLZ6,6,r2,0.9990234,0.9990234,0.9990234,0.9970703,,0.01420092,0.01043963,0.01907586,0.005431112,0.03222656,0.0009765625
IGD+,DTLZ6,6,r2,0.9990234,0.9990234,0.9990234,0.9990234,0.9857991,,0.1871297,0.2206341,0.03315802,0.1376953,0.009765625
IGD+,DTLZ6,6,r2,0.9990234,0.9990234,0.9990234,0.9990234,0.9895604,0.8128703,,0.5236175,0.04291548,0.2158203,0.009765625
IGD+,DTLZ6,6,r2,0.9990234,0.9990234,0.9990234,0.9990234,0.9809241,0.7793659,0.4763825,,0.156969,0.5390625,0.01855469
IGD+,DTLZ6,6,r2,0.9990234,0.9990234,0.9990234,0.9990234,0.9945689,0.966842,0.9570845,0.843031,,0.6523438,0.3125
IGD+,DTLZ6,6,r2,1.0,1.0,1.0,1.0,0.9755859,0.8837891,0.8125,0.5,0.3847656,,0.1376953
IGD+,DTLZ6,6,r2,1.0,1.0,1.0,1.0,1.0,0.9931641,0.9931641,0.9863281,0.7216797,0.8837891,
R2,DTLZ6,6,r2,,0.1875,0.2158203,0.09667969,0.08007812,0.1376953,0.2783203,0.05273438,0.001953125,0.08007812,0.02441406
R2,DTLZ6,6,r2,0.8388672,,0.5671138,0.4228516,0.4228516,0.3125,0.4609375,0.5390625,0.03222656,0.1376953,0.06542969
R2,DTLZ6,6,r2,0.8125,0.4328862,,0.1611328,0.3125,0.3125,0.4228516,0.4228516,0.03222656,0.2158203,0.1875
R2,DTLZ6,6,r2,0.9199219,0.6152344,0.8623047,,0.3476562,0.7841797,0.7216797,0.7216797,0.1162109,0.3125,0.4228516
R2,DTLZ6,6,r2,0.9345703,0.6152344,0.7216797,0.6875,,0.6875,0.5,0.6523438,0.05273438,0.1611328,0.2783203
R2,DTLZ6,6,r2,0.8837891,0.7216797,0.7216797,0.2460938,0.3476562,,0.5556811,0.7216797,0.004882812,0.1875,0.2460938
R2,DTLZ6,6,r2,0.7539062,0.5771484,0.6152344,0.3125,0.5390625,0.4443189,,0.5390625,0.004882812,0.02441406,0.2783203
R2,DTLZ6,6,r2,0.9580078,0.5,0.6152344,0.3125,0.3847656,0.3125,0.5,,0.04199219,0.2158203,0.3476562
R2,DTLZ6,6,r2,0.9990234,0.9755859,0.9755859,0.9033203,0.9580078,0.9970703,0.9970703,0.9677734,,0.7216797,0.8388672
R2,DTLZ6,6,r2,0.9345703,0.8837891,0.8125,0.7216797,0.8623047,0.8388672,0.9814453,0.8125,0.3125,,0.4609375
R2,DTLZ6,6,r2,0.9814453,0.9472656,0.8388672,0.6152344,0.7539062,0.7841797,0.7539062,0.6875,0.1875,0.5771484,
IGD+,DTLZ6,6,s-energy,,0.8388672,0.9980469,1.0,1.0,1.0,1.0,1.0,1.0,0.9755859,0.9677734
IGD+,DTLZ6,6,s-energy,0.1875,,0.9451277,0.9961571,0.9677734,0.9677734,0.9677734,0.9755859,0.9677734,0.9755859,0.9677734
IGD+,DTLZ6,6,s-energy,0.002929688,0.05487232,,0.992422,0.9677734,0.9677734,0.9677734,0.9755859,0.9677734,0.9755859,0.9677734
IGD+,DTLZ6,6,s-energy,0.0009765625,0.003842897,0.007577987,,0.9677734,0.9580078,0.9677734,0.9755859,0.9677734,0.9755859,0.9677734
IGD+,DTLZ6,6,s-energy,0.0009765625,0.04199219,0.04199219,0.04199219,,0.5236175,0.8128703,0.8128703,0.9306797,0.9199219,0.7539062
IGD+,DTLZ6,6,s-energy,0.0009765625,0.04199219,0.04199219,0.05273438,0.4763825,,0.9451277,0.966842,0.9945689,0.9199219,0.9199219
IGD+,DTLZ6,6,s-energy,0.0009765625,0.04199219,0.04199219,0.04199219,0.1871297,0.05487232,,0.6607988,0.966842,0.6152344,0.7539062
IGD+,DTLZ6,6,s-energy,0.0009765625,0.03222656,0.03222656,0.03222656,0.1871297,0.03315802,0.3392012,,0.8698035,0.3476562,0.7216797
IGD+,DTLZ6,6,s-energy,0.0009765625,0.04199219,0.04199219,0.04199219,0.06932032,0.005431112,0.03315802,0.1301965,,0.2460938,0.2460938
IGD+,DTLZ6,6,s-energy,0.03222656,0.03222656,0.03222656,0.03222656,0.09667969,0.09667969,0.4228516,0.6875,0.7841797,,0.6523438
IGD+,DTLZ6,6,s-energy,0.04199219,0.04199219,0.04199219,0.04199219,0.2783203,0.09667969,0.2783203,0.3125,0.7841797,0.3847656,
R2,DTLZ6,6,s-energy,,0.5390625,0.8837891,0.8388672,0.2158203,0.06542969,0.5771484,0.3847656,0.6523438,0.9345703,0.8388672
R2,DTLZ6,6,s-energy,0.5,,0.7505189,0.7539062,0.3476562,0.03222656,0.3847656,0.4228516,0.8125,0.8125,0.9472656
R2,DTLZ6,6,s-energy,0.1376953,0.2494811,,0.5771484,0.1611328,0.004882812,0.3476562,0.3125,0.5390625,0.3847656,0.6152344
R2,DTLZ6,6,s-energy,0.1875,0.2783203,0.4609375,,0.2158203,0.1611328,0.2969773,0.5,0.4228516,0.6875,0.2783203
R2,DTLZ6,6,s-energy,0.8125,0.6875,0.8623047,0.8125,,0.1162109,0.6875,0.6152344,0.7841797,0.9902344,0.8623047
R2,DTLZ6,6,s-energy,0.9472656,0.9755859,0.9970703,0.8623047,0.9033203,,0.9382574,0.7216797,0.9199219,0.9814453,0.9345703
R2,DTLZ6,6,s-energy,0.4609375,0.6523438,0.6875,0.7030227,0.3476562,0.06174264,,0.4228516,0.7539062,0.6875,0.6523438
R2,DTLZ6,6,s-energy,0.6523438,0.6152344,0.7216797,0.5390625,0.4228516,0.3125,0.6152344,,0.6152344,0.9580078,0.6523438
R2,DTLZ6,6,s-energy,0.3847656,0.2158203,0.5,0.6152344,0.2460938,0.09667969,0.2783203,0.4228516,,0.5390625,0.3125
R2,DTLZ6,6,s-energy,0.08007812,0.2158203,0.6523438,0.3476562,0.01367188,0.02441406,0.3476562,0.05273438,0.5,,0.4228516
R2,DTLZ6,6,s-energy,0.1875,0.06542969,0.4228516,0.7539062,0.1611328,0.08007812,0.3847656,0.3847656,0.7216797,0.6152344,
IGD+,DTLZ6,6,spd,,0.1586553,0.1586553,0.1586553,0.08985625,0.1586553,0.1586553,0.08985625,0.08985625,0.05440472,0.08985625
IGD+,DTLZ6,6,spd,0.8413447,,,,0.6726396,0.8413447,0.8413447,0.6726396,0.6726396,0.5,0.6726396
IGD+,DTLZ6,6,spd,0.8413447,,,,0.6726396,0.8413447,0.8413447,0.6726396,0.6726396,0.5,0.6726396
IGD+,DTLZ6,6,spd,0.8413447,,,,0.6726396,0.8413447,0.8413447,0.6726396,0.6726396,0.5,0.6726396
IGD+,DTLZ6,6,spd,0.9101438,0.3273604,0.3273604,0.3273604,,0.8413447,0.8413447,0.3273604,0.3273604,0.29649,0.70351
IGD+,DTLZ6,6,spd,0.8413447,0.1586553,0.1586553,0.1586553,0.1586553,,,0.1586553,0.1586553,0.29649,0.6726396
IGD+,DTLZ6,6,spd,0.8413447,0.1586553,0.1586553,0.1586553,0.1586553,,,0.1586553,0.1586553,0.29649,0.6726396
IGD+,DTLZ6,6,spd,0.9101438,0.3273604,0.3273604,0.3273604,0.6726396,0.8413447,0.8413447,,0.6726396,0.70351,0.8574753
IGD+,DTLZ6,6,spd,0.9101438,0.3273604,0.3273604,0.3273604,0.6726396,0.8413447,0.8413447,0.3273604,,0.5,0.8574753
IGD+,DTLZ6,6,spd,0.9455953,0.5,0.5,0.5,0.70351,0.70351,0.70351,0.29649,0.5,,0.9279365
IGD+,DTLZ6,6,spd,0.9101438,0.3273604,0.3273604,0.3273604,0.29649,0.3273604,0.3273604,0.1425247,0.1425247,0.07206352,
R2,DTLZ6,6,spd,,0.4228516,0.7841797,0.4609375,0.7216797,0.8125,0.7216797,0.2783203,0.7216797,0.7216797,0.5390625
R2,DTLZ6,6,spd,0.6152344,,0.7505189,0.4609375,0.8388672,0.9472656,0.8388672,0.1611328,0.5771484,0.5390625,0.5
R2,DTLZ6,6,spd,0.2460938,0.2494811,,0.1875,0.3847656,0.6152344,0.5771484,0.08007812,0.2783203,0.1611328,0.2460938
R2,DTLZ6,6,spd,0.5771484,0.5771484,0.8388672,,0.8388672,0.8837891,0.8837891,0.5390625,0.7216797,0.6152344,0.5
R2,DTLZ6,6,spd,0.3125,0.1875,0.6523438,0.1875,,0.9199219,0.6523438,0.09667969,0.5390625,0.1162109,0.3476562
R2,DTLZ6,6,spd,0.2158203,0.06542969,0.4228516,0.1376953,0.09667969,,0.337212,0.05273438,0.5,0.1611328,0.1875
R2,DTLZ6,6,spd,0.3125,0.1875,0.4609375,0.1376953,0.3847656,0.662788,,0.05273438,0.4609375,0.1611328,0.2460938
R2,DTLZ6,6,spd,0.7539062,0.8623047,0.9345703,0.5,0.9199219,0.9580078,0.9580078,,0.8388672,0.4609375,0.8623047
R2,DTLZ6,6,spd,0.3125,0.4609375,0.7539062,0.3125,0.5,0.5390625,0.5771484,0.1875,,0.1875,0.5
R2,DTLZ6,6,spd,0.3125,0.5,0.8623047,0.4228516,0.9033203,0.8623047,0.8623047,0.5771484,0.8388672,,0.5390625
R2,DTLZ6,6,spd,0.5,0.5390625,0.7841797,0.5390625,0.6875,0.8388672,0.7841797,0.1611328,0.5390625,0.5,
IGD+,DTLZ7,6,eps+,,0.9980469,0.8388672,0.3476562,0.09667969,0.1875,0.04199219,0.2158203,0.0009765625,0.004882812,0.009765625
IGD+,DTLZ7,6,eps+,0.002929688,,0.006835938,0.002929688,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,eps+,0.1875,0.9951172,,0.04199219,0.002929688,0.01855469,0.0009765625,0.006835938,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,eps+,0.6875,0.9980469,0.9677734,,0.2158203,0.3476562,0.1162109,0.03222656,0.01367188,0.004882812,0.05273438
IGD+,DTLZ7,6,eps+,0.9199219,1.0,0.9980469,0.8125,,0.5,0.2158203,0.5390625,0.03222656,0.004882812,0.01855469
IGD+,DTLZ7,6,eps+,0.8388672,1.0,0.9863281,0.6875,0.5390625,,0.2460938,0.3125,0.009765625,0.01855469,0.03222656
IGD+,DTLZ7,6,eps+,0.9677734,1.0,1.0,0.9033203,0.8125,0.7841797,,0.6152344,0.006835938,0.006835938,0.08007812
IGD+,DTLZ7,6,eps+,0.8125,1.0,0.9951172,0.9755859,0.5,0.7216797,0.4228516,,0.06542969,0.01367188,0.09667969
IGD+,DTLZ7,6,eps+,1.0,1.0,1.0,0.9902344,0.9755859,0.9931641,0.9951172,0.9472656,,0.2460938,0.2158203
IGD+,DTLZ7,6,eps+,0.9970703,1.0,1.0,0.9970703,0.9970703,0.9863281,0.9951172,0.9902344,0.7841797,,0.7216797
IGD+,DTLZ7,6,eps+,0.9931641,1.0,1.0,0.9580078,0.9863281,0.9755859,0.9345703,0.9199219,0.8125,0.3125,
R2,DTLZ7,6,eps+,,0.5,0.6875,0.8837891,0.8388672,0.4228516,0.1162109,0.7539062,0.1376953,0.2783203,0.3476562
R2,DTLZ7,6,eps+,0.5390625,,0.6523438,0.6875,0.8837891,0.3847656,0.3476562,0.7539062,0.2460938,0.5,0.3476562
R2,DTLZ7,6,eps+,0.3476562,0.3847656,,0.5771484,0.7539062,0.1611328,0.02441406,0.3847656,0.02441406,0.06542969,0.1611328
R2,DTLZ7,6,eps+,0.1376953,0.3476562,0.4609375,,0.7539062,0.01855469,0.02441406,0.4609375,0.06542969,0.06542969,0.1611328
R2,DTLZ7,6,eps+,0.1875,0.1376953,0.2783203,0.2783203,,0.01855469,0.009765625,0.2460938,0.09667969,0.2460938,0.03222656
R2,DTLZ7,6,eps+,0.6152344,0.6523438,0.8623047,0.9863281,0.9863281,,0.4609375,0.8623047,0.3847656,0.4228516,0.8125
R2,DTLZ7,6,eps+,0.9033203,0.6875,0.9814453,0.9814453,0.9931641,0.5771484,,0.9345703,0.1875,0.2783203,0.5390625
R2,DTLZ7,6,eps+,0.2783203,0.2783203,0.6523438,0.5771484,0.7841797,0.1611328,0.08007812,,0.05273438,0.1162109,0.2158203
R2,DTLZ7,6,eps+,0.8837891,0.7841797,0.9814453,0.9472656,0.9199219,0.6523438,0.8388672,0.9580078,,0.7539062,0.9199219
R2,DTLZ7,6,eps+,0.7539062,0.5390625,0.9472656,0.9472656,0.7841797,0.6152344,0.7539062,0.9033203,0.2783203,,0.5771484
R2,DTLZ7,6,eps+,0.6875,0.6875,0.8623047,0.8623047,0.9755859,0.2158203,0.5,0.8125,0.09667969,0.4609375,
IGD+,DTLZ7,6,hv,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,hv,0.0009765625,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,,0.9580078,0.9951172,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.05273438,,0.6875,0.9902344,0.9951172,1.0,0.9951172,1.0
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.006835938,0.3476562,,0.9863281,0.9902344,0.9980469,0.9951172,0.9990234
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.01367188,0.01855469,,0.7216797,0.9931641,0.9902344,0.9033203
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.006835938,0.01367188,0.3125,,0.9970703,0.9472656,0.9199219
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.002929688,0.009765625,0.004882812,,0.3847656,0.1875
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.006835938,0.006835938,0.01367188,0.06542969,0.6523438,,0.4609375
IGD+,DTLZ7,6,hv,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.1162109,0.09667969,0.8388672,0.5771484,
R2,DTLZ7,6,hv,,0.2158203,0.5390625,0.5,0.3125,0.01855469,0.3125,0.06542969,0.5771484,0.3847656,0.6523438
R2,DTLZ7,6,hv,0.8125,,0.6523438,0.7539062,0.8125,0.1875,0.6152344,0.3476562,0.8125,0.6523438,0.9677734
R2,DTLZ7,6,hv,0.5,0.3847656,,0.6523438,0.5390625,0.1162109,0.2783203,0.1611328,0.8388672,0.1875,0.7841797
R2,DTLZ7,6,hv,0.5390625,0.2783203,0.3847656,,0.3125,0.08007812,0.2783203,0.1376953,0.6152344,0.4609375,0.6152344
R2,DTLZ7,6,hv,0.7216797,0.2158203,0.5,0.7216797,,0.05273438,0.4228516,0.2158203,0.5771484,0.3476562,0.8125
R2,DTLZ7,6,hv,0.9863281,0.8388672,0.9033203,0.9345703,0.9580078,,0.8125,0.5,0.9677734,0.9345703,0.9863281
R2,DTLZ7,6,hv,0.7216797,0.4228516,0.7539062,0.7539062,0.6152344,0.2158203,,0.4228516,0.6523438,0.6523438,0.8623047
R2,DTLZ7,6,hv,0.9472656,0.6875,0.8623047,0.8837891,0.8125,0.5390625,0.6152344,,0.8125,0.8125,0.9199219
R2,DTLZ7,6,hv,0.4609375,0.2158203,0.1875,0.4228516,0.4609375,0.04199219,0.3847656,0.2158203,,0.4609375,0.5
R2,DTLZ7,6,hv,0.6523438,0.3847656,0.8388672,0.5771484,0.6875,0.08007812,0.3847656,0.2158203,0.5771484,,0.7841797
R2,DTLZ7,6,hv,0.3847656,0.04199219,0.2460938,0.4228516,0.2158203,0.01855469,0.1611328,0.09667969,0.5390625,0.2460938,
IGD+,DTLZ7,6,igd,,0.9970703,0.6152344,0.1875,0.03222656,0.02441406,0.004882812,0.06542969,0.0009765625,0.001953125,0.004882812
IGD+,DTLZ7,6,igd,0.004882812,,0.006835938,0.004882812,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,igd,0.4228516,0.9951172,,0.04199219,0.002929688,0.02441406,0.001953125,0.006835938,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,igd,0.8388672,0.9970703,0.9677734,,0.1875,0.3476562,0.09667969,0.01367188,0.009765625,0.004882812,0.05273438
IGD+,DTLZ7,6,igd,0.9755859,1.0,0.9980469,0.8388672,,0.5,0.2783203,0.5390625,0.03222656,0.004882812,0.01855469
IGD+,DTLZ7,6,igd,0.9814453,1.0,0.9814453,0.6875,0.5390625,,0.3476562,0.2460938,0.01367188,0.03222656,0.05273438
IGD+,DTLZ7,6,igd,0.9970703,1.0,0.9990234,0.9199219,0.7539062,0.6875,,0.6523438,0.004882812,0.001953125,0.03222656
IGD+,DTLZ7,6,igd,0.9472656,1.0,0.9951172,0.9902344,0.5,0.7841797,0.3847656,,0.05273438,0.01367188,0.1162109
IGD+,DTLZ7,6,igd,1.0,1.0,1.0,0.9931641,0.9755859,0.9902344,0.9970703,0.9580078,,0.2460938,0.2158203
IGD+,DTLZ7,6,igd,0.9990234,1.0,1.0,0.9970703,0.9970703,0.9755859,0.9990234,0.9902344,0.7841797,,0.7841797
IGD+,DTLZ7,6,igd,0.9970703,1.0,1.0,0.9580078,0.9863281,0.9580078,0.9755859,0.9033203,0.8125,0.2460938,
R2,DTLZ7,6,igd,,0.9033203,0.7216797,0.9472656,0.9580078,0.3847656,0.2783203,0.8125,0.2460938,0.3847656,0.4609375
R2,DTLZ7,6,igd,0.1162109,,0.7539062,0.8125,0.9345703,0.3476562,0.3847656,0.8125,0.2783203,0.5771484,0.4228516
R2,DTLZ7,6,igd,0.3125,0.2783203,,0.6152344,0.6523438,0.1611328,0.09667969,0.6875,0.04199219,0.09667969,0.1611328
R2,DTLZ7,6,igd,0.06542969,0.2158203,0.4228516,,0.5390625,0.02441406,0.02441406,0.6152344,0.08007812,0.08007812,0.1376953
R2,DTLZ7,6,igd,0.05273438,0.08007812,0.3847656,0.5,,0.02441406,0.05273438,0.5771484,0.1162109,0.2783203,0.1162109
R2,DTLZ7,6,igd,0.6523438,0.6875,0.8623047,0.9814453,0.9814453,,0.4228516,0.9199219,0.3847656,0.6875,0.8623047
R2,DTLZ7,6,igd,0.7539062,0.6523438,0.9199219,0.9814453,0.9580078,0.6152344,,0.9033203,0.2460938,0.3847656,0.5390625
R2,DTLZ7,6,igd,0.2158203,0.2158203,0.3476562,0.4228516,0.4609375,0.09667969,0.1162109,,0.09667969,0.09667969,0.1875
R2,DTLZ7,6,igd,0.7841797,0.7539062,0.9677734,0.9345703,0.9033203,0.6523438,0.7841797,0.9199219,,0.6875,0.9033203
R2,DTLZ7,6,igd,0.6523438,0.4609375,0.9199219,0.9345703,0.7539062,0.3476562,0.6523438,0.9199219,0.3476562,,0.5771484
R2,DTLZ7,6,igd,0.5771484,0.6152344,0.8623047,0.8837891,0.9033203,0.1611328,0.5,0.8388672,0.1162109,0.4609375,
IGD+,DTLZ7,6,igd+,,1.0,0.9199219,0.6523438,0.1875,0.3125,0.1875,0.4228516,0.001953125,0.009765625,0.04199219
IGD+,DTLZ7,6,igd+,0.0009765625,,0.006835938,0.004882812,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,igd+,0.09667969,0.9951172,,0.04199219,0.002929688,0.01855469,0.001953125,0.006835938,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,igd+,0.3847656,0.9970703,0.9677734,,0.2158203,0.3847656,0.1162109,0.03222656,0.01367188,0.004882812,0.05273438
IGD+,DTLZ7,6,igd+,0.8388672,1.0,0.9980469,0.8125,,0.5,0.1875,0.5390625,0.02441406,0.004882812,0.01855469
IGD+,DTLZ7,6,igd+,0.7216797,1.0,0.9863281,0.6523438,0.5390625,,0.3125,0.2783203,0.009765625,0.02441406,0.04199219
IGD+,DTLZ7,6,igd+,0.8388672,1.0,0.9990234,0.9033203,0.8388672,0.7216797,,0.6152344,0.02441406,0.006835938,0.09667969
IGD+,DTLZ7,6,igd+,0.6152344,1.0,0.9951172,0.9755859,0.5,0.7539062,0.4228516,,0.05273438,0.01367188,0.09667969
IGD+,DTLZ7,6,igd+,0.9990234,1.0,1.0,0.9902344,0.9814453,0.9931641,0.9814453,0.9580078,,0.2158203,0.2158203
IGD+,DTLZ7,6,igd+,0.9931641,1.0,1.0,0.9970703,0.9970703,0.9814453,0.9951172,0.9902344,0.8125,,0.7216797
IGD+,DTLZ7,6,igd+,0.9677734,1.0,1.0,0.9580078,0.9863281,0.9677734,0.9199219,0.9199219,0.8125,0.3125,
R2,DTLZ7,6,igd+,,0.3847656,0.6152344,0.8623047,0.7539062,0.3476562,0.1162109,0.7216797,0.1376953,0.2460938,0.3125
R2,DTLZ7,6,igd+,0.6523438,,0.6523438,0.6875,0.8837891,0.3847656,0.3476562,0.7216797,0.2460938,0.4609375,0.3476562
R2,DTLZ7,6,igd+,0.4228516,0.3847656,,0.6523438,0.7539062,0.1611328,0.02441406,0.3847656,0.02441406,0.06542969,0.1611328
R2,DTLZ7,6,igd+,0.1611328,0.3476562,0.3847656,,0.7539062,0.01855469,0.01855469,0.3476562,0.05273438,0.06542969,0.1376953
R2,DTLZ7,6,igd+,0.2783203,0.1376953,0.2783203,0.2783203,,0.01367188,0.009765625,0.1611328,0.1162109,0.2460938,0.03222656
R2,DTLZ7,6,igd+,0.6875,0.6523438,0.8623047,0.9863281,0.9902344,,0.4609375,0.8388672,0.3847656,0.4609375,0.8125
R2,DTLZ7,6,igd+,0.9033203,0.6875,0.9814453,0.9863281,0.9931641,0.5771484,,0.9199219,0.2158203,0.3125,0.5390625
R2,DTLZ7,6,igd+,0.3125,0.3125,0.6523438,0.6875,0.8623047,0.1875,0.09667969,,0.05273438,0.1875,0.2158203
R2,DTLZ7,6,igd+,0.8837891,0.7841797,0.9814453,0.9580078,0.9033203,0.6523438,0.8125,0.9580078,,0.7539062,0.9199219
R2,DTLZ7,6,igd+,0.7841797,0.5771484,0.9472656,0.9472656,0.7841797,0.5771484,0.7216797,0.8388672,0.2783203,,0.5771484
R2,DTLZ7,6,igd+,0.7216797,0.6875,0.8623047,0.8837891,0.9755859,0.2158203,0.5,0.8125,0.09667969,0.4609375,
IGD+,DTLZ7,6,r2,,0.001953125,0.09667969,0.4228516,0.8623047,0.7539062,0.8837891,0.6152344,0.9990234,0.9931641,0.9677734
IGD+,DTLZ7,6,r2,0.9990234,,0.9951172,0.9980469,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,r2,0.9199219,0.006835938,,0.9677734,0.9980469,0.9863281,1.0,0.9951172,1.0,1.0,1.0
IGD+,DTLZ7,6,r2,0.6152344,0.002929688,0.04199219,,0.8388672,0.6523438,0.9199219,0.9755859,0.9863281,0.9970703,0.9580078
IGD+,DTLZ7,6,r2,0.1611328,0.0009765625,0.002929688,0.1875,,0.5,0.8623047,0.4609375,0.9755859,0.9970703,0.9863281
IGD+,DTLZ7,6,r2,0.2783203,0.0009765625,0.01855469,0.3847656,0.5390625,,0.7841797,0.7539062,0.9931641,0.9755859,0.9755859
IGD+,DTLZ7,6,r2,0.1376953,0.0009765625,0.0009765625,0.09667969,0.1611328,0.2460938,,0.4228516,0.9814453,0.9931641,0.9345703
IGD+,DTLZ7,6,r2,0.4228516,0.0009765625,0.006835938,0.03222656,0.5771484,0.2783203,0.6152344,,0.9472656,0.9902344,0.9199219
IGD+,DTLZ7,6,r2,0.001953125,0.0009765625,0.0009765625,0.01855469,0.03222656,0.009765625,0.02441406,0.06542969,,0.7539062,0.8125
