hiperparam_ind_conv,problema,n_objetivos,indicador,0.001,0.1,0.2,0.3,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,0.999
IGD+,DTLZ7,6,r2,0.009765625,0.0009765625,0.0009765625,0.004882812,0.004882812,0.03222656,0.009765625,0.01367188,0.2783203,,0.3125
IGD+,DTLZ7,6,r2,0.04199219,0.0009765625,0.0009765625,0.05273438,0.01855469,0.03222656,0.08007812,0.09667969,0.2158203,0.7216797,
R2,DTLZ7,6,r2,,0.6523438,0.5390625,0.1376953,0.2783203,0.6875,0.8623047,0.3125,0.9345703,0.7841797,0.7216797
R2,DTLZ7,6,r2,0.3847656,,0.3847656,0.3476562,0.1875,0.6523438,0.6875,0.3125,0.8125,0.5390625,0.6875
R2,DTLZ7,6,r2,0.5,0.6523438,,0.3847656,0.2783203,0.8125,0.9814453,0.7216797,0.9814453,0.9472656,0.8837891
R2,DTLZ7,6,r2,0.8837891,0.6875,0.6523438,,0.2783203,0.9677734,0.9863281,0.6875,0.9580078,0.9472656,0.8623047
R2,DTLZ7,6,r2,0.7539062,0.8388672,0.7539062,0.7539062,,0.9863281,0.9931641,0.9033203,0.9033203,0.7539062,0.9814453
R2,DTLZ7,6,r2,0.3476562,0.3847656,0.2158203,0.04199219,0.01855469,,0.5771484,0.2158203,0.6152344,0.5771484,0.2158203
R2,DTLZ7,6,r2,0.1611328,0.3476562,0.02441406,0.01855469,0.009765625,0.4609375,,0.09667969,0.8125,0.7216797,0.4609375
R2,DTLZ7,6,r2,0.7216797,0.7216797,0.3125,0.3476562,0.1162109,0.8125,0.9199219,,0.9345703,0.8388672,0.7841797
R2,DTLZ7,6,r2,0.08007812,0.2158203,0.02441406,0.05273438,0.1162109,0.4228516,0.2158203,0.08007812,,0.2783203,0.09667969
R2,DTLZ7,6,r2,0.2460938,0.5,0.06542969,0.06542969,0.2783203,0.4609375,0.3125,0.1875,0.7539062,,0.4609375
R2,DTLZ7,6,r2,0.3125,0.3476562,0.1376953,0.1611328,0.02441406,0.8125,0.5771484,0.2460938,0.9199219,0.5771484,
IGD+,DTLZ7,6,s-energy,,0.7841797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.2460938,,0.9980469,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.002929688,,0.8623047,0.9970703,1.0,1.0,1.0,1.0,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.1611328,,0.9814453,0.9980469,0.9990234,0.9990234,1.0,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.004882812,0.02441406,,0.8388672,0.9677734,0.9755859,1.0,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.002929688,0.1875,,0.7841797,0.9677734,0.9990234,1.0,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.04199219,0.2460938,,0.6523438,0.9814453,0.9931641,0.9980469
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.03222656,0.04199219,0.3847656,,0.9970703,0.9931641,1.0
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.001953125,0.02441406,0.004882812,,0.7841797,0.9677734
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.009765625,0.009765625,0.2460938,,0.9755859
IGD+,DTLZ7,6,s-energy,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.002929688,0.0009765625,0.04199219,0.03222656,
R2,DTLZ7,6,s-energy,,0.3476562,0.4228516,0.9033203,0.7841797,0.06542969,0.1875,0.5390625,0.7841797,0.9033203,0.9199219
R2,DTLZ7,6,s-energy,0.6875,,0.7539062,0.9345703,0.9033203,0.3847656,0.5771484,0.8388672,0.9033203,0.8125,0.9580078
R2,DTLZ7,6,s-energy,0.6152344,0.2783203,,0.7216797,0.6523438,0.09667969,0.2158203,0.3476562,0.8125,0.8388672,0.8388672
R2,DTLZ7,6,s-energy,0.1162109,0.08007812,0.3125,,0.6152344,0.02441406,0.1162109,0.1611328,0.6152344,0.5,0.7216797
R2,DTLZ7,6,s-energy,0.2460938,0.1162109,0.3847656,0.4228516,,0.03222656,0.1875,0.2460938,0.7539062,0.7216797,0.8837891
R2,DTLZ7,6,s-energy,0.9472656,0.6523438,0.9199219,0.9814453,0.9755859,,0.7216797,0.8388672,0.8837891,0.9814453,0.9863281
R2,DTLZ7,6,s-energy,0.8388672,0.4609375,0.8125,0.9033203,0.8388672,0.3125,,0.8388672,0.6523438,0.9472656,0.9580078
R2,DTLZ7,6,s-energy,0.5,0.1875,0.6875,0.8623047,0.7841797,0.1875,0.1875,,0.8388672,0.8623047,0.9931641
R2,DTLZ7,6,s-energy,0.2460938,0.1162109,0.2158203,0.4228516,0.2783203,0.1376953,0.3847656,0.1875,,0.5771484,0.7539062
R2,DTLZ7,6,s-energy,0.1162109,0.2158203,0.1875,0.5390625,0.3125,0.02441406,0.06542969,0.1611328,0.4609375,,0.8125
R2,DTLZ7,6,s-energy,0.09667969,0.05273438,0.1875,0.3125,0.1376953,0.01855469,0.05273438,0.009765625,0.2783203,0.2158203,
IGD+,DTLZ7,6,spd,,0.6152344,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,spd,0.4228516,,0.002929688,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,spd,1.0,0.9980469,,0.2158203,0.01855469,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625,0.0009765625
IGD+,DTLZ7,6,spd,1.0,1.0,0.8125,,0.08007812,0.006835938,0.004882812,0.002929688,0.001953125,0.0009765625,0.0009765625
IGD+,DTLZ7,6,spd,1.0,1.0,0.9863281,0.9345703,,0.2783203,0.06542969,0.04199219,0.001953125,0.001953125,0.0009765625
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,0.9951172,0.7539062,,0.2783203,0.05273438,0.002929688,0.0009765625,0.0009765625
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,0.9970703,0.9472656,0.7539062,,0.2158203,0.006835938,0.004882812,0.001953125
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,0.9980469,0.9677734,0.9580078,0.8125,,0.01855469,0.009765625,0.001953125
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,0.9990234,0.9990234,0.9980469,0.9951172,0.9863281,,0.4609375,0.08007812
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,1.0,0.9990234,1.0,0.9970703,0.9931641,0.5771484,,0.09667969
IGD+,DTLZ7,6,spd,1.0,1.0,1.0,1.0,1.0,1.0,0.9990234,0.9990234,0.9345703,0.9199219,
R2,DTLZ7,6,spd,,0.5390625,0.2460938,0.05273438,0.08007812,0.7841797,0.7841797,0.2158203,0.6152344,0.3847656,0.1611328
R2,DTLZ7,6,spd,0.5,,0.3125,0.1376953,0.03222656,0.7539062,0.3847656,0.2158203,0.6875,0.4609375,0.1162109
R2,DTLZ7,6,spd,0.7841797,0.7216797,,0.3847656,0.08007812,0.9677734,0.5771484,0.4228516,0.7539062,0.5771484,0.4609375
R2,DTLZ7,6,spd,0.9580078,0.8837891,0.6523438,,0.2158203,0.9033203,0.9345703,0.4609375,0.9472656,0.7539062,0.4609375
R2,DTLZ7,6,spd,0.9345703,0.9755859,0.9345703,0.8125,,0.9863281,0.9580078,0.7841797,0.9580078,0.8837891,0.7539062
R2,DTLZ7,6,spd,0.2460938,0.2783203,0.04199219,0.1162109,0.01855469,,0.2460938,0.1376953,0.4609375,0.1376953,0.08007812
R2,DTLZ7,6,spd,0.2460938,0.6523438,0.4609375,0.08007812,0.05273438,0.7841797,,0.2460938,0.7216797,0.3125,0.08007812
R2,DTLZ7,6,spd,0.8125,0.8125,0.6152344,0.5771484,0.2460938,0.8837891,0.7841797,,0.8623047,0.6875,0.6875
R2,DTLZ7,6,spd,0.4228516,0.3476562,0.2783203,0.06542969,0.05273438,0.5771484,0.3125,0.1611328,,0.2783203,0.09667969
R2,DTLZ7,6,spd,0.6523438,0.5771484,0.4609375,0.2783203,0.1376953,0.8837891,0.7216797,0.3476562,0.7539062,,0.3125
R2,DTLZ7,6,spd,0.8623047,0.9033203,0.5771484,0.5771484,0.2783203,0.9345703,0.9345703,0.3476562,0.9199219,0.7216797,
IGD+,WFG1,6,eps+,,0.4609375,0.9580078,0.6875,0.6875,0.4228516,1.0,0.5390625,0.5771484,0.3125,0.7216797
IGD+,WFG1,6,eps+,0.5771484,,0.9472656,0.5771484,0.5771484,0.2783203,0.9199219,0.5,0.6523438,0.2783203,0.6875
IGD+,WFG1,6,eps+,0.05273438,0.06542969,,0.3476562,0.1875,0.01855469,0.8125,0.1376953,0.1376953,0.06542969,0.3476562
IGD+,WFG1,6,eps+,0.3476562,0.4609375,0.6875,,0.7841797,0.2783203,0.9863281,0.2783203,0.5,0.2783203,0.6152344
IGD+,WFG1,6,eps+,0.3476562,0.4609375,0.8388672,0.2460938,,0.1162109,0.8388672,0.2783203,0.3125,0.1875,0.5
IGD+,WFG1,6,eps+,0.6152344,0.7539062,0.9863281,0.7539062,0.9033203,,0.9863281,0.6152344,0.7841797,0.5771484,0.7841797
IGD+,WFG1,6,eps+,0.0009765625,0.09667969,0.2158203,0.01855469,0.1875,0.01855469,,0.02441406,0.06542969,0.01367188,0.1875
IGD+,WFG1,6,eps+,0.5,0.5390625,0.8837891,0.7539062,0.7539062,0.4228516,0.9814453,,0.7216797,0.3847656,0.7539062
IGD+,WFG1,6,eps+,0.4609375,0.3847656,0.8837891,0.5390625,0.7216797,0.2460938,0.9472656,0.3125,,0.3125,0.6523438
IGD+,WFG1,6,eps+,0.7216797,0.7539062,0.9472656,0.7539062,0.8388672,0.4609375,0.9902344,0.6523438,0.7216797,,0.8623047
IGD+,WFG1,6,eps+,0.3125,0.3476562,0.6875,0.4228516,0.5390625,0.2460938,0.8388672,0.2783203,0.3847656,0.1611328,
R2,WFG1,6,eps+,,0.07206352,0.1366608,0.1366608,0.1366608,0.07206352,0.07206352,0.07206352,0.07206352,0.1425247,0.05440472
R2,WFG1,6,eps+,0.9279365,,0.8413447,0.8413447,0.8413447,0.6726396,0.6726396,0.6726396,0.6726396,0.29649,0.1366608
R2,WFG1,6,eps+,0.8633392,0.1586553,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.29649,0.1366608
R2,WFG1,6,eps+,0.8633392,0.1586553,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.29649,0.1366608
R2,WFG1,6,eps+,0.8633392,0.1586553,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.29649,0.1366608
R2,WFG1,6,eps+,0.9279365,0.3273604,0.8413447,0.8413447,0.8413447,,,,,0.3273604,0.1366608
R2,WFG1,6,eps+,0.9279365,0.3273604,0.8413447,0.8413447,0.8413447,,,,,0.3273604,0.1366608
R2,WFG1,6,eps+,0.9279365,0.3273604,0.8413447,0.8413447,0.8413447,,,,,0.3273604,0.1366608
R2,WFG1,6,eps+,0.9279365,0.3273604,0.8413447,0.8413447,0.8413447,,,,,0.3273604,0.1366608
R2,WFG1,6,eps+,0.8574753,0.70351,0.70351,0.70351,0.70351,0.6726396,0.6726396,0.6726396,0.6726396,,0.05440472
R2,WFG1,6,eps+,0.9455953,0.8633392,0.8633392,0.8633392,0.8633392,0.8633392,0.8633392,0.8633392,0.8633392,0.9455953,
IGD+,WFG1,6,hv,,0.009765625,0.2460938,0.6523438,0.4609375,0.3125,0.6523438,0.2783203,0.1875,0.2460938,0.4228516
IGD+,WFG1,6,hv,0.9931641,,0.9345703,0.9931641,0.9902344,0.9580078,0.9345703,0.9345703,0.5390625,0.6523438,0.7841797
IGD+,WFG1,6,hv,0.7841797,0.08007812,,0.5390625,0.6152344,0.6152344,0.6523438,0.5390625,0.1611328,0.1611328,0.3476562
IGD+,WFG1,6,hv,0.3847656,0.009765625,0.5,,0.5,0.2158203,0.2460938,0.1376953,0.1611328,0.1611328,0.1376953
IGD+,WFG1,6,hv,0.5771484,0.01367188,0.4228516,0.5390625,,0.2783203,0.4609375,0.2783203,0.1162109,0.1875,0.1875
IGD+,WFG1,6,hv,0.7216797,0.05273438,0.4228516,0.8125,0.7539062,,0.5390625,0.5771484,0.1875,0.3125,0.2783203
IGD+,WFG1,6,hv,0.3847656,0.08007812,0.3847656,0.7841797,0.5771484,0.5,,0.1875,0.1162109,0.1875,0.5390625
IGD+,WFG1,6,hv,0.7539062,0.08007812,0.5,0.8837891,0.7539062,0.4609375,0.8388672,,0.1875,0.3476562,0.5
IGD+,WFG1,6,hv,0.8388672,0.5,0.8623047,0.8623047,0.9033203,0.8388672,0.9033203,0.8388672,,0.7539062,0.7216797
IGD+,WFG1,6,hv,0.7841797,0.3847656,0.8623047,0.8623047,0.8388672,0.7216797,0.8388672,0.6875,0.2783203,,0.6152344
IGD+,WFG1,6,hv,0.6152344,0.2460938,0.6875,0.8837891,0.8388672,0.7539062,0.5,0.5390625,0.3125,0.4228516,
R2,WFG1,6,hv,,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.70351,0.5
R2,WFG1,6,hv,0.03394458,,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.08985625,0.08985625,0.05440472,0.03394458
R2,WFG1,6,hv,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,hv,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,hv,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,hv,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,hv,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,hv,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,hv,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,hv,0.29649,0.9455953,0.9455953,0.9455953,0.9455953,0.9101438,0.9101438,0.9101438,0.9101438,,0.1425247
R2,WFG1,6,hv,0.5,0.9660554,0.9660554,0.9660554,0.9660554,0.9279365,0.9279365,0.9279365,0.9279365,0.8574753,
IGD+,WFG1,6,igd,,0.1162109,0.7539062,0.8388672,0.5390625,0.5771484,0.9580078,0.5,0.2783203,0.3847656,0.6875
IGD+,WFG1,6,igd,0.9033203,,0.9931641,0.9580078,0.7841797,0.9677734,0.9580078,0.8837891,0.5771484,0.7539062,0.8837891
IGD+,WFG1,6,igd,0.2783203,0.009765625,,0.5390625,0.1611328,0.1376953,0.6152344,0.2158203,0.1376953,0.05273438,0.2158203
IGD+,WFG1,6,igd,0.1875,0.05273438,0.5,,0.3125,0.2460938,0.5390625,0.1875,0.08007812,0.1875,0.3847656
IGD+,WFG1,6,igd,0.5,0.2460938,0.8623047,0.7216797,,0.4228516,0.8623047,0.4228516,0.2783203,0.3476562,0.6152344
IGD+,WFG1,6,igd,0.4609375,0.04199219,0.8837891,0.7841797,0.6152344,,0.7216797,0.6875,0.3125,0.5,0.7216797
IGD+,WFG1,6,igd,0.05273438,0.05273438,0.4228516,0.5,0.1611328,0.3125,,0.2158203,0.01855469,0.1162109,0.3125
IGD+,WFG1,6,igd,0.5390625,0.1376953,0.8125,0.8388672,0.6152344,0.3476562,0.8125,,0.1611328,0.2158203,0.5771484
IGD+,WFG1,6,igd,0.7539062,0.4609375,0.8837891,0.9345703,0.7539062,0.7216797,0.9863281,0.8623047,,0.6875,0.8125
IGD+,WFG1,6,igd,0.6523438,0.2783203,0.9580078,0.8388672,0.6875,0.5390625,0.9033203,0.8125,0.3476562,,0.4228516
IGD+,WFG1,6,igd,0.3476562,0.1376953,0.8125,0.6523438,0.4228516,0.3125,0.7216797,0.4609375,0.2158203,0.6152344,
R2,WFG1,6,igd,,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.5,0.29649
R2,WFG1,6,igd,0.03394458,,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.08985625,0.08985625,0.05440472,0.03394458
R2,WFG1,6,igd,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.1366608
R2,WFG1,6,igd,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.1366608
R2,WFG1,6,igd,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.1366608
R2,WFG1,6,igd,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.1366608
R2,WFG1,6,igd,0.5,0.9455953,0.9455953,0.9455953,0.9455953,0.9101438,0.9101438,0.9101438,0.9101438,,0.29649
R2,WFG1,6,igd,0.70351,0.9660554,0.9660554,0.9660554,0.9660554,0.8633392,0.8633392,0.8633392,0.8633392,0.70351,
IGD+,WFG1,6,igd+,,0.1162109,0.7539062,0.8837891,0.8388672,0.3476562,0.9580078,0.4609375,0.2158203,0.3476562,0.6152344
IGD+,WFG1,6,igd+,0.9033203,,0.9677734,0.9345703,0.9472656,0.8837891,0.9472656,0.8837891,0.5771484,0.7216797,0.9345703
IGD+,WFG1,6,igd+,0.2783203,0.04199219,,0.5,0.5390625,0.1611328,0.7539062,0.2783203,0.1376953,0.02441406,0.2460938
IGD+,WFG1,6,igd+,0.1376953,0.08007812,0.5390625,,0.7841797,0.2783203,0.6523438,0.3125,0.06542969,0.2158203,0.3847656
IGD+,WFG1,6,igd+,0.1875,0.06542969,0.5,0.2460938,,0.1376953,0.4609375,0.3476562,0.08007812,0.3476562,0.3125
IGD+,WFG1,6,igd+,0.6875,0.1376953,0.8623047,0.7539062,0.8837891,,0.8388672,0.7216797,0.2158203,0.5771484,0.7841797
IGD+,WFG1,6,igd+,0.05273438,0.06542969,0.2783203,0.3847656,0.5771484,0.1875,,0.2460938,0.009765625,0.1162109,0.2783203
IGD+,WFG1,6,igd+,0.5771484,0.1376953,0.7539062,0.7216797,0.6875,0.3125,0.7841797,,0.1376953,0.2158203,0.3847656
IGD+,WFG1,6,igd+,0.8125,0.4609375,0.8837891,0.9472656,0.9345703,0.8125,0.9931641,0.8837891,,0.6523438,0.8623047
IGD+,WFG1,6,igd+,0.6875,0.3125,0.9814453,0.8125,0.6875,0.4609375,0.9033203,0.8125,0.3847656,,0.4609375
IGD+,WFG1,6,igd+,0.4228516,0.08007812,0.7841797,0.6523438,0.7216797,0.2460938,0.7539062,0.6523438,0.1611328,0.5771484,
R2,WFG1,6,igd+,,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.9660554,0.70351,0.29649
R2,WFG1,6,igd+,0.03394458,,0.1586553,0.1586553,0.1586553,0.08985625,0.08985625,0.08985625,0.08985625,0.05440472,0.03394458
R2,WFG1,6,igd+,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd+,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd+,0.03394458,0.8413447,,,,0.1586553,0.1586553,0.1586553,0.1586553,0.05440472,0.03394458
R2,WFG1,6,igd+,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,igd+,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,igd+,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,igd+,0.03394458,0.9101438,0.8413447,0.8413447,0.8413447,,,,,0.08985625,0.07206352
R2,WFG1,6,igd+,0.29649,0.9455953,0.9455953,0.9455953,0.9455953,0.9101438,0.9101438,0.9101438,0.9101438,,0.1425247
R2,WFG1,6,igd+,0.70351,0.9660554,0.9660554,0.9660554,0.9660554,0.9279365,0.9279365,0.9279365,0.9279365,0.8574753,
IGD+,WFG1,6,r2,,0.8837891,0.3847656,0.5390625,0.4609375,0.6152344,0.1611328,0.8125,0.9199219,0.6875,0.5
IGD+,WFG1,6,r2,0.1376953,,0.2783203,0.3476562,0.1376953,0.09667969,0.06542969,0.3476562,0.7539062,0.2158203,0.1875
IGD+,WFG1,6,r2,0.6523438,0.7539062,,0.6523438,0.4228516,0.6523438,0.1875,0.4609375,0.9755859,0.8837891,0.7539062
IGD+,WFG1,6,r2,0.5,0.6875,0.3847656,,0.1875,0.4228516,0.04199219,0.5390625,0.8623047,0.5771484,0.5771484
IGD+,WFG1,6,r2,0.5771484,0.8837891,0.6152344,0.8388672,,0.7216797,0.5771484,0.6523438,0.8388672,0.6523438,0.7539062
IGD+,WFG1,6,r2,0.4228516,0.9199219,0.3847656,0.6152344,0.3125,,0.09667969,0.4228516,0.8388672,0.4228516,0.4609375
IGD+,WFG1,6,r2,0.8623047,0.9472656,0.8388672,0.9677734,0.4609375,0.9199219,,0.7539062,0.9677734,0.6875,0.6875
IGD+,WFG1,6,r2,0.2158203,0.6875,0.5771484,0.5,0.3847656,0.6152344,0.2783203,,0.8125,0.5,0.3847656
IGD+,WFG1,6,r2,0.09667969,0.2783203,0.03222656,0.1611328,0.1875,0.1875,0.04199219,0.2158203,,0.3476562,0.1611328
IGD+,WFG1,6,r2,0.3476562,0.8125,0.1376953,0.4609375,0.3847656,0.6152344,0.3476562,0.5390625,0.6875,,0.3125
IGD+,WFG1,6,r2,0.5390625,0.8388672,0.2783203,0.4609375,0.2783203,0.5771484,0.3476562,0.6523438,0.8623047,0.7216797,
R2,WFG1,6,r2,,0.1366608,0.1366608,0.1366608,0.1366608,0.5,0.5,0.5,0.5,0.8574753,0.70351
R2,WFG1,6,r2,0.8633392,,0.1586553,0.1586553,0.1586553,0.6726396,0.6726396,0.6726396,0.6726396,0.9455953,0.9660554
R2,WFG1,6,r2,0.8633392,0.8413447,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.9455953,0.9660554
R2,WFG1,6,r2,0.8633392,0.8413447,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.9455953,0.9660554
R2,WFG1,6,r2,0.8633392,0.8413447,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.9455953,0.9660554
R2,WFG1,6,r2,0.5,0.3273604,0.1586553,0.1586553,0.1586553,,,,,0.9101438,0.7673956
R2,WFG1,6,r2,0.5,0.3273604,0.1586553,0.1586553,0.1586553,,,,,0.9101438,0.7673956
R2,WFG1,6,r2,0.5,0.3273604,0.1586553,0.1586553,0.1586553,,,,,0.9101438,0.7673956
R2,WFG1,6,r2,0.5,0.3273604,0.1586553,0.1586553,0.1586553,,,,,0.9101438,0.7673956
R2,WFG1,6,r2,0.1425247,0.05440472,0.05440472,0.05440472,0.05440472,0.08985625,0.08985625,0.08985625,0.08985625,,0.29649
R2,WFG1,6,r2,0.29649,0.03394458,0.03394458,0.03394458,0.03394458,0.2326044,0.2326044,0.2326044,0.2326044,0.70351,
IGD+,WFG1,6,s-energy,,0.1875,0.9580078,0.8623047,0.8623047,0.6152344,0.5,0.8125,0.6875,0.9677734,0.7216797
IGD+,WFG1,6,s-energy,0.8388672,,0.9931641,0.9472656,0.8837891,0.8623047,0.7841797,0.9199219,0.8623047,0.9863281,0.9755859
IGD+,WFG1,6,s-energy,0.05273438,0.009765625,,0.2783203,0.1611328,0.2158203,0.1162109,0.1376953,0.3476562,0.5390625,0.2460938
IGD+,WFG1,6,s-energy,0.1611328,0.06542969,0.7539062,,0.3847656,0.5,0.1162109,0.3847656,0.5771484,0.8388672,0.5390625
IGD+,WFG1,6,s-energy,0.1611328,0.1376953,0.8623047,0.6523438,,0.7216797,0.3476562,0.5,0.4609375,0.8125,0.6152344
IGD+,WFG1,6,s-energy,0.4228516,0.1611328,0.8125,0.5390625,0.3125,,0.4228516,0.4228516,0.3847656,0.9345703,0.3847656
IGD+,WFG1,6,s-energy,0.5390625,0.2460938,0.9033203,0.9033203,0.6875,0.6152344,,0.7216797,0.8388672,0.9345703,0.9580078
IGD+,WFG1,6,s-energy,0.2158203,0.09667969,0.8837891,0.6523438,0.5390625,0.6152344,0.3125,,0.4609375,0.8125,0.5390625
IGD+,WFG1,6,s-energy,0.3476562,0.1611328,0.6875,0.4609375,0.5771484,0.6523438,0.1875,0.5771484,,0.9199219,0.5771484
IGD+,WFG1,6,s-energy,0.04199219,0.01855469,0.5,0.1875,0.2158203,0.08007812,0.08007812,0.2158203,0.09667969,,0.06542969
IGD+,WFG1,6,s-energy,0.3125,0.03222656,0.7841797,0.5,0.4228516,0.6523438,0.05273438,0.5,0.4609375,0.9472656,
R2,WFG1,6,s-energy,,0.6424997,0.7673956,0.7673956,0.7673956,0.8633392,0.8633392,0.8633392,0.8633392,0.70351,0.8574753
R2,WFG1,6,s-energy,0.3575003,,0.8413447,0.8413447,0.8413447,0.9101438,0.9101438,0.9101438,0.9101438,0.70351,0.7673956
R2,WFG1,6,s-energy,0.2326044,0.1586553,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.70351,0.7673956
R2,WFG1,6,s-energy,0.2326044,0.1586553,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.70351,0.7673956
R2,WFG1,6,s-energy,0.2326044,0.1586553,,,,0.8413447,0.8413447,0.8413447,0.8413447,0.70351,0.7673956
R2,WFG1,6,s-energy,0.1366608,0.08985625,0.1586553,0.1586553,0.1586553,,,,,0.6726396,0.6424997
R2,WFG1,6,s-energy,0.1366608,0.08985625,0.1586553,0.1586553,0.1586553,,,,,0.6726396,0.6424997
R2,WFG1,6,s-energy,0.1366608,0.08985625,0.1586553,0.1586553,0.1586553,,,,,0.6726396,0.6424997
R2,WFG1,6,s-energy,0.1366608,0.08985625,0.1586553,0.1586553,0.1586553,,,,,0.6726396,0.6424997
R2,WFG1,6,s-energy,0.29649,0.29649,0.29649,0.29649,0.29649,0.3273604,0.3273604,0.3273604,0.3273604,,0.8574753
R2,WFG1,6,s-energy,0.1425247,0.2326044,0.2326044,0.2326044,0.2326044,0.3575003,0.3575003,0.3575003,0.3575003,0.1425247,
IGD+,WFG1,6,spd,,0.9033203,0.05273438,0.1875,0.06542969,0.4228516,0.4228516,0.1376953,0.3847656,0.06542969,0.3125
IGD+,WFG1,6,spd,0.1162109,,0.009765625,0.09667969,0.1376953,0.1162109,0.1162109,0.09667969,0.2460938,0.03222656,0.08007812
IGD+,WFG1,6,spd,0.9580078,0.9931641,,0.8125,0.8623047,0.8388672,0.9033203,0.9199219,0.6523438,0.5,0.8623047
IGD+,WFG1,6,spd,0.8388672,0.9199219,0.2158203,,0.5,0.5771484,0.8623047,0.5771484,0.4609375,0.2158203,0.5
