problema,indicador,w0,dimension,run,valor
WFG5,s-energy,w_00,2,7,352603.0
WFG5,s-energy,w_00,2,8,348850.6
WFG5,s-energy,w_00,2,9,361886.0
WFG5,s-energy,w_00,4,0,8165.492
WFG5,s-energy,w_00,4,1,1822.479
WFG5,s-energy,w_00,4,2,1999.152
WFG5,s-energy,w_00,4,3,53738.96
WFG5,s-energy,w_00,4,4,4221.002
WFG5,s-energy,w_00,4,5,16968430.0
WFG5,s-energy,w_00,4,6,2609.354
WFG5,s-energy,w_00,4,7,20519.6
WFG5,s-energy,w_00,4,8,3400.782
WFG5,s-energy,w_00,4,9,25585.77
WFG1,hv,w_00,2,0,6.501276
WFG1,hv,w_00,2,1,6.570189
WFG1,hv,w_00,2,2,6.713852
WFG1,hv,w_00,2,3,6.577863
WFG1,hv,w_00,2,4,6.650112
WFG1,hv,w_00,2,5,6.567656
WFG1,hv,w_00,2,6,6.507339
WFG1,hv,w_00,2,7,6.654649
WFG1,hv,w_00,2,8,6.584116
WFG1,hv,w_00,2,9,6.663217
DTLZ3,igd,w_00,5,0,0.2989078
DTLZ3,igd,w_00,5,1,0.2676408
DTLZ3,igd,w_00,5,2,0.3447636
DTLZ3,igd,w_00,5,3,0.3392227
DTLZ3,igd,w_00,5,4,0.3317638
DTLZ3,igd,w_00,5,5,0.3411342
DTLZ3,igd,w_00,5,6,0.3309232
DTLZ3,igd,w_00,5,7,0.3279201
DTLZ3,igd,w_00,5,8,0.3225519
DTLZ3,igd,w_00,5,9,0.3321186
DTLZ7,igd,w_00,6,0,7.105798
DTLZ7,igd,w_00,6,1,7.072349
DTLZ7,igd,w_00,6,2,7.094249
DTLZ7,igd,w_00,6,3,7.070585
DTLZ7,igd,w_00,6,4,7.076347
DTLZ7,igd,w_00,6,5,7.198229
DTLZ7,igd,w_00,6,6,7.067695
DTLZ7,igd,w_00,6,7,7.075526
DTLZ7,igd,w_00,6,8,7.282271
DTLZ7,igd,w_00,6,9,7.092405
WFG3,igd,w_00,4,0,0.3749741
WFG3,igd,w_00,4,1,0.3766063
WFG3,igd,w_00,4,2,0.3773922
WFG3,igd,w_00,4,3,0.3900728
WFG3,igd,w_00,4,4,0.375491
WFG3,igd,w_00,4,5,0.3926084
WFG3,igd,w_00,4,6,0.3734842
WFG3,igd,w_00,4,7,0.3767814
WFG3,igd,w_00,4,8,0.3832771
WFG3,igd,w_00,4,9,0.3784765
WFG3,hv,w_00,4,0,636.3804
WFG3,hv,w_00,4,1,630.9908
WFG3,hv,w_00,4,2,625.379
WFG3,hv,w_00,4,3,626.4946
WFG3,hv,w_00,4,4,627.2133
WFG3,hv,w_00,4,5,625.39
WFG3,hv,w_00,4,6,626.9995
WFG3,hv,w_00,4,7,638.0781
WFG3,hv,w_00,4,8,612.9201
WFG3,hv,w_00,4,9,634.203
WFG9,igd+,w_00,3,0,0.0754725
WFG9,igd+,w_00,3,1,0.0700002
WFG9,igd+,w_00,3,2,0.07474889
WFG9,igd+,w_00,3,3,0.07009371
WFG9,igd+,w_00,3,4,0.06499644
WFG9,igd+,w_00,3,5,0.07317613
WFG9,igd+,w_00,3,6,0.0726955
WFG9,igd+,w_00,3,7,0.06843211
WFG9,igd+,w_00,3,8,0.06533457
WFG9,igd+,w_00,3,9,0.07016644
DTLZ6,hv,w_00,7,0,0.0
DTLZ6,hv,w_00,7,1,1.483524
DTLZ6,hv,w_00,7,2,1.244216
DTLZ6,hv,w_00,7,3,0.0
DTLZ6,hv,w_00,7,4,0.2338561
DTLZ6,hv,w_00,7,5,0.0
DTLZ6,hv,w_00,7,6,0.8340591
DTLZ6,hv,w_00,7,7,0.0
DTLZ6,hv,w_00,7,8,1.471278
DTLZ6,hv,w_00,7,9,0.0
DTLZ1,r2,w_00,2,0,0.4057612
DTLZ1,r2,w_00,2,1,0.405516
DTLZ1,r2,w_00,2,2,0.4055112
DTLZ1,r2,w_00,2,3,0.4058293
DTLZ1,r2,w_00,2,4,0.4061817
DTLZ1,r2,w_00,2,5,0.4054214
DTLZ1,r2,w_00,2,6,0.4058446
DTLZ1,r2,w_00,2,7,0.4055773
DTLZ1,r2,w_00,2,8,0.4056313
DTLZ1,r2,w_00,2,9,0.4054345
WFG8,r2,w_00,3,0,7.252547
WFG8,r2,w_00,3,1,6.206051
WFG8,r2,w_00,3,2,6.072314
WFG8,r2,w_00,3,3,5.781548
WFG8,r2,w_00,3,4,6.387646
WFG8,r2,w_00,3,5,6.933834
WFG8,r2,w_00,3,6,5.88171
WFG8,r2,w_00,3,7,6.232376
WFG8,r2,w_00,3,8,7.061972
WFG8,r2,w_00,3,9,6.474479
WFG8,igd+,w_00,7,0,1.138953
WFG8,igd+,w_00,7,1,1.088899
WFG8,igd+,w_00,7,2,1.028185
WFG8,igd+,w_00,7,3,1.05988
WFG8,igd+,w_00,7,4,1.111013
WFG8,igd+,w_00,7,5,1.118878
WFG8,igd+,w_00,7,6,1.10188
WFG8,igd+,w_00,7,7,1.089563
WFG8,igd+,w_00,7,8,1.108987
WFG8,igd+,w_00,7,9,1.16808
WFG9,igd,w_00,7,0,3.696091
WFG9,igd,w_00,7,1,3.665443
WFG9,igd,w_00,7,2,3.772278
WFG9,igd,w_00,7,3,3.550666
WFG9,igd,w_00,7,4,3.687901
WFG9,igd,w_00,7,5,3.775869
WFG9,igd,w_00,7,6,3.635593
WFG9,igd,w_00,7,7,3.642551
WFG9,igd,w_00,7,8,3.683516
WFG9,igd,w_00,7,9,3.736398
DTLZ5,r2,w_00,4,0,627.3371
DTLZ5,r2,w_00,4,1,625.1227
DTLZ5,r2,w_00,4,2,630.4719
DTLZ5,r2,w_00,4,3,638.7461
DTLZ5,r2,w_00,4,4,628.4112
DTLZ5,r2,w_00,4,5,634.9633
DTLZ5,r2,w_00,4,6,630.6645
DTLZ5,r2,w_00,4,7,630.3795
DTLZ5,r2,w_00,4,8,611.6427
DTLZ5,r2,w_00,4,9,632.9988
DTLZ2,igd,w_00,2,0,0.004141848
DTLZ2,igd,w_00,2,1,0.004145205
DTLZ2,igd,w_00,2,2,0.004153238
DTLZ2,igd,w_00,2,3,0.004162179
DTLZ2,igd,w_00,2,4,0.004152855
DTLZ2,igd,w_00,2,5,0.004143422
DTLZ2,igd,w_00,2,6,0.004145287
DTLZ2,igd,w_00,2,7,0.004148962
DTLZ2,igd,w_00,2,8,0.004154131
DTLZ2,igd,w_00,2,9,0.004150085
WFG3,r2,w_00,4,0,596.8398
WFG3,r2,w_00,4,1,559.787
WFG3,r2,w_00,4,2,608.1012
WFG3,r2,w_00,4,3,528.7278
WFG3,r2,w_00,4,4,602.6473
WFG3,r2,w_00,4,5,565.2669
WFG3,r2,w_00,4,6,593.4252
WFG3,r2,w_00,4,7,582.5409
WFG3,r2,w_00,4,8,538.5398
WFG3,r2,w_00,4,9,563.1192
WFG2,igd,w_00,2,0,0.01330024
WFG2,igd,w_00,2,1,0.01144972
WFG2,igd,w_00,2,2,0.3289861
WFG2,igd,w_00,2,3,0.03052702
WFG2,igd,w_00,2,4,0.327415
WFG2,igd,w_00,2,5,0.3281736
WFG2,igd,w_00,2,6,0.01145544
WFG2,igd,w_00,2,7,0.3290404
WFG2,igd,w_00,2,8,0.01126775
WFG2,igd,w_00,2,9,0.3289891
WFG5,igd,w_00,2,0,0.02016033
WFG5,igd,w_00,2,1,0.01501015
WFG5,igd,w_00,2,2,0.01505816
WFG5,igd,w_00,2,3,0.02268596
WFG5,igd,w_00,2,4,0.02272927
WFG5,igd,w_00,2,5,0.02265439
WFG5,igd,w_00,2,6,0.02270558
WFG5,igd,w_00,2,7,0.01537674
WFG5,igd,w_00,2,8,0.01520215
WFG5,igd,w_00,2,9,0.02265219
DTLZ6,eps+,w_00,3,0,0.0055625
DTLZ6,eps+,w_00,3,1,0.0061467
DTLZ6,eps+,w_00,3,2,0.0050455
DTLZ6,eps+,w_00,3,3,0.0049544
DTLZ6,eps+,w_00,3,4,0.0071825
DTLZ6,eps+,w_00,3,5,0.0048749
DTLZ6,eps+,w_00,3,6,0.0075903
DTLZ6,eps+,w_00,3,7,0.0078132
DTLZ6,eps+,w_00,3,8,0.0069701
DTLZ6,eps+,w_00,3,9,0.0054467
DTLZ7,s-energy,w_00,4,0,1285508000.0
DTLZ7,s-energy,w_00,4,1,84823250.0
DTLZ7,s-energy,w_00,4,2,29917300000.0
DTLZ7,s-energy,w_00,4,3,101509200.0
DTLZ7,s-energy,w_00,4,4,1780192000.0
DTLZ7,s-energy,w_00,4,5,677909200.0
DTLZ7,s-energy,w_00,4,6,66959770000.0
DTLZ7,s-energy,w_00,4,7,49014850.0
DTLZ7,s-energy,w_00,4,8,4901182000.0
DTLZ7,s-energy,w_00,4,9,6709453000.0
WFG7,r2,w_00,5,0,1066.93
WFG7,r2,w_00,5,1,1050.139
WFG7,r2,w_00,5,2,1083.999
WFG7,r2,w_00,5,3,1051.456
WFG7,r2,w_00,5,4,1048.019
WFG7,r2,w_00,5,5,1066.224
WFG7,r2,w_00,5,6,1032.129
WFG7,r2,w_00,5,7,1097.876
